date	sha	title
2024-12-30	b3846c4a7f16ff703ee521d9bf3ae8e53fc52eac	bhs. LB Ref: https://github.com/sanskrit-lexicon/BHS/issues/4 - bhs version 1
2024-12-21	bf5bfd1658d336895d824e78e46bbd3c6e6d18f4	PW: bot tags LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/111
2024-12-10	2f98062a22a0b3be203471fc58f78cf695038a97	SCH: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/SCH/issues/10
2024-12-10	4f4d2e210f1f2c59c0dec0f0f16c70490e118359	MW: correction LB Ref: https://github.com/sanskrit-lexicon/mws/issues/182#issuecomment-2530678105
2024-12-09	4597b6355c6ff0111f4df236dd184de01bee37f9	MW: restore spaces in <ls>: ',N' -> ', N' (N a digit) LB Ref: https://github.com/sanskrit-lexicon/MWS/mwsissues/issue182
2024-12-09	682dad1a2b46e0dde48d4e2bacb0902459812e2c	MW: standardization of links for 'BhP.' LB Ref: https://github.com/sanskrit-lexicon/MWS/mwsissues/issue182
2024-12-09	193db3bcdba2831ad743e3021db2449f7fd17b72	MW: ', N' -> ',N' in <lsX</ls> (where N is a digit sequence)' LB Ref: https://github.com/sanskrit-lexicon/MWS/issues/182
2024-12-09	8da969104a97e2a6b8e79b7b1e2b66a7afb931fd	PW: apravizwa 7,12,15 LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/109
2024-12-09	ee1a012f12214182e572aed3119a67fca3303b77	apravizwa 7,12,15 LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/110
2024-12-08	8ddb1f0ef6e320fbc5d545ee33ee29649400d402	SCH: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/SCH/issues/110
2024-12-07	f87f373f9dc250108a8d8f781c1f7bf0afa86da9	PWKVN: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/110
2024-12-07	1f19539e3881454064c1aa3a6191edf7771dffa9	PW: standardization of links for 'Bhāg. P.', version 2 LB Ref: https://github.com/sanskrit-lexicon/PWK/issues/109
2024-12-06	0c75b1638ac483a88277f9ede301a55e6ac55ee1	PWG:sarj  Revise previous correction. LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/81
2024-12-06	86f1ed82e4eb935b710d8ba2f4f2ed6bb32027f8	PWG: standardization of links for 'Bhāg. P.', version 3 LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/81
2024-12-06	18d3877d352edba65e335ca78545fc7026137801	PWG: standardization of links for 'Bhāg. P.' LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/81
2024-11-16	dcad583bad36280f82123bd07ddfd74be2f0505f	MW minor correction. LB Ref: https://github.com/sanskrit-lexicon/MWS/issues/181
2024-11-11	dd3bf24682a983d3b10fc5a4a905754e37a6c3fd	VEI: apacit  #614
2024-11-11	5fa0960254e95c83c94d73f74e9e0a73783cc27b	MW: See corrections_extra3.AB.comments.txt, diff_mw_15_16.txt, Study.revsuphom.summary.txt. LB Revisions based on comments from @aumsanskrit and @Andhrabharati. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-07	f34839892fd635c211691cff427f1cc65145cd6b	MW: See corrections_response_20241105.txt, diff_mw_14_15.txt LB Revisions based on comments from @aumsanskrit and @Andhrabharati. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-05	25032ef8b0d7febdd4f33f2d3cf6c1ded9c8577d	MW: See corrections_extra3.txt, diff_mw_13_14.txt LB a few additional revisions. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-03	483f010120006e39991e65a0f1aae1261e8c959e	MW: See corrections_extra2.txt, diff_mw_12_13.txt LB a few additional revisions. LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-03	68e5b6ff93b87494ad764efd260d64d018cd1730	MW: See corrections_extra2.txt, diff_mw_12_13.txt LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-02	1eaed6b2956924f7e7b1ce1bb7eb798990d64dbe	MW: See corrections_extra1_insert.txt, diff_mw_11_12.txt LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-11-02	c0215cbaf65666ae08ef122f68939f0ddf5c6e3a	MW: See corrections_extra1_not_insert.txt, diff_mw_10_11.txt LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-30	728bbdad53f0139dd64152fb64622bd95793be9c	MW additional corrections to version 10 mw at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-29	046725bcf31f463f5d32465c7aa1426e6f1315c6	MW: See diff_mw_9_3B_10.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-27	82d8815a9fd7c3cf70c742ee2ab9e8b664013e0a	MW: See diff_mw_9_2B_9_3B.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-27	c2b8f7e796e83ab11d78a56f5255c804e0d12050	MW: See diff_mw_9_1B_9_2B.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-27	82a78cc389ab11aa51150b296922f3198379f656	MW: See diff_mw_9_1C_9_1B.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-27	a62b8b34a9ea73857d30204885ac6578d799138b	MW: See diff_mw_8b_9_1C.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-27	2a5a881a6a7ca1ff0c0eb78c560013afce444731	MW: See change_search_insert_2.txt LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-27	83d32f170988cca5f8736a29e8acbbcc3bcbfc4c	MW: See change_search_insert_1.txt LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-26	a890c2d1e044e820e9f343bf355a55558c1cd142	MW: See  at corrections_mw_extra1_insert.txt LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-24	d81beef0454363a8592792ab2b5b46da4c0843b3	MW: See corrections_mw_alpha.AB.comments.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-22	f1aaded1e0494696827d82a7e0958a153fb994ac	MW: See corrections_mw_insert.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-21	73fff004ecd38dc97c9ff6896bdc491bf6e23e12	MW: See corrections_mw_alpha.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-21	c6f0ee8b9f4df16485adf91d5e076715a74edc20	MW: See changes_mw_3.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-20	7ddc438aa94a659ff8efffbc4815db758188ffca	MW: See changes_abbrev.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-19	b11e4a9e4de5b2d6f4245f9d7595d19c1ac8623d	MW: See corrections_mw_not_abbrev.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-14	7c2b9139b47f097ed038ce8af8ea284c2855327e	MW: See corrections_mw_abbrev.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-14	19da2b4cc753c56b9bf2167e7484316ab76339cc	MW: See corrections_mw_abbrev.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-12	d524dae00b835e1eda00c2a549153efdc2702631	AP90: See corrections_ap90.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-12	df7c3b88b00585f33486b0933c6cd194ccd2cac4	PUI: See corrections_pui.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-12	7b22938b947b37b0b34e2b2348dd12df8b16f673	SHS: see shs_corrections.txt in LB Ref: https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-11	79fb4fc47cad49d16fbe57af3977767e800f31f6	LRV: add missing {#..#} markup. LB Ref: https://github.com/sanskrit-lexicon/lrv/issues/25
2024-10-11	e2a9d2d544d8d4532419caca292cf0f572e157b1	LRV: edit of lrvheader.xml. LB Ref: https://github.com/sanskrit-lexicon/LRV/issues/25#issuecomment-2167412951
2024-10-11	1f589975b169cd4317699e10ee98d05d89dc953d	gra 9360: Ref. https://github.com/sanskrit-lexicon/csl-orig/issues/1774
2024-10-10	784cab8af458dab7a63511ed33d727351232034f	User Corrections
2024-10-07	985e819ae05a9909ccc85ae01358354bc8700f94	PWG: missing VN LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/76
2024-09-20	40d3269407ac82a093e98b719598600b9ada68e3	PWG: LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/34#issuecomment-2364472837 LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/77#issuecomment-2364178541
